CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,tox_score,sent_score
Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",True,True,False,False,True,False,False,False,False,False,False,False,0.6903220415115356,0.5
UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"I think ,he kill him",True,True,False,False,False,False,False,False,False,False,False,False,0.4094098210334778,0.8
UggtknH4gMWWfXgCoAEC,04kJtp6pVXI,LEGALIZE MARIJUANA! Then problems will stop,False,False,False,False,False,False,False,False,False,False,False,False,0.03417476266622543,0.8
Ugg-ucO02B7XO3gCoAEC,04kJtp6pVXI,1 word: Provocateur........,False,False,False,False,False,False,False,False,False,False,False,False,0.0010275772074237466,0.5
UgguFITdgu455HgCoAEC,04kJtp6pVXI,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,True,True,False,False,False,False,False,False,False,False,False,False,0.6986313462257385,0.8
UggwBWh5il3cfXgCoAEC,04kJtp6pVXI,"The legal system is inherently racist, same as this CNN reporter",True,True,False,False,False,False,False,False,False,False,False,False,0.004684716463088989,0.8
UggWg1MBoBR7x3gCoAEC,04kJtp6pVXI,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,True,False,False,False,False,True,False,False,False,False,True,False,0.9953413009643555,0.8
UggxCL2J1VOhLHgCoAEC,04kJtp6pVXI,"lol, ""shoot to apprehend"". He is an idiot.",True,True,False,False,False,False,False,False,False,False,False,False,0.9760754108428955,0.8
UggY2U73L3toO3gCoAEC,04kJtp6pVXI,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",False,False,False,False,False,False,False,False,False,False,False,False,0.004196024965494871,0.8
Uggy6MHKQWnfo3gCoAEC,04kJtp6pVXI,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,True,False,False,False,False,True,True,False,False,False,False,False,0.7924321293830872,0.8
UggyCKjvUlfBYHgCoAEC,04kJtp6pVXI,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",False,False,False,False,False,False,False,False,False,False,False,False,0.2976832091808319,0.8
UggYHsvinXkgM3gCoAEC,04kJtp6pVXI,"stop being criminals and you wont get shot, that simple",True,True,False,True,False,False,False,False,False,False,False,False,0.83266282081604,0.8
UggyJcZ89cWxUngCoAEC,04kJtp6pVXI,I LIKE TURTLES!,False,False,False,False,False,False,False,False,False,False,False,False,0.000978174270130694,0.2
Ugh0tf8ZI_s6z3gCoAEC,04kJtp6pVXI,Massri needs an education.,True,True,False,False,False,False,False,False,False,False,False,False,0.013135753571987152,0.8
Ugh1YgMkYS1iingCoAEC,04kJtp6pVXI,CNN mother fuckers....fuck you peace of shit!,True,True,False,False,True,False,False,False,False,False,False,False,0.9981735944747925,0.8
Ugh4DQdAIl3qUXgCoAEC,04kJtp6pVXI,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",True,True,False,True,True,True,True,False,False,False,False,False,0.9951713681221008,0.8
Ugh6foWeFvORtXgCoAEC,04kJtp6pVXI,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,True,True,False,False,False,False,False,False,False,False,False,False,0.7244457602500916,0.8
Ugh8Z3_R5r7iungCoAEC,04kJtp6pVXI,How do these childish cops sleep at night ?,False,False,False,False,False,False,False,False,False,False,False,False,0.39687004685401917,0.8
UghANuDr-RLrqXgCoAEC,04kJtp6pVXI,A completely idiot having his minutrs of fame,True,True,False,False,False,False,False,False,False,False,False,False,0.9426094889640808,0.8
UghBkatZ4WY1uXgCoAEC,04kJtp6pVXI,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,True,True,False,False,False,False,False,False,False,False,False,False,0.870982825756073,0.8
UghBYihvgoUqcHgCoAEC,04kJtp6pVXI,CNN is such Bullcrap!,True,True,False,False,False,False,False,False,False,False,False,False,0.9214251041412354,0.8
UghcKD-yV_JR5XgCoAEC,04kJtp6pVXI,"Alright. This entire case is crap. All of these people who are saying that white people are being racist, and calling them bad names is just as ""racist"", as you would like to call it, as us. There have been extensive investigations that prove that this boy's death was out of self defense. However, I am not defending the whole KKK thing. But, I am defending the helpless citizens of Ferguson. This boy died. I don't care if he was white or black. What I do care about is how the people in Ferguson are treating their town. If they really cared about this incident, they would hold memorials to express their feelings.This is not helping themselves get justice. What really matters is that this boy is dead. Something HAS been done about it. The Grand Jury has decided. Can it just be over?",False,False,False,False,False,False,False,False,False,False,False,False,0.4472041130065918,0.8
UghcMPVXe6XJengCoAEC,04kJtp6pVXI,This guy doesn't know what happened he didn't have his hands up,False,False,False,False,False,False,False,False,False,False,False,False,0.002241962356492877,0.8
UghCqsUPSUHkF3gCoAEC,04kJtp6pVXI,Ayy CNN are lookin like pussies ,True,True,False,False,True,False,False,False,False,False,False,False,0.9207343459129333,0.8
UghEcCSj9amFtXgCoAEC,04kJtp6pVXI,Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.,True,True,False,False,False,False,False,False,False,False,False,False,0.9681671857833862,0.8
UgheEXayk90xIngCoAEC,04kJtp6pVXI,"Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.",True,True,False,False,False,True,True,False,False,False,False,False,0.9645535945892334,0.8
UghHgshwzX7053gCoAEC,04kJtp6pVXI,He had to take a break because Bassem was making too much sense for him to debate further. ,False,False,False,False,False,False,False,False,False,False,False,False,0.0008179935975931585,0.5
UghIBNvkzZh-xHgCoAEC,04kJtp6pVXI,"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",True,False,False,False,False,True,True,False,False,False,False,False,0.6172890663146973,0.8
UghICkPqoL9jJ3gCoAEC,04kJtp6pVXI,This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,True,True,False,False,False,False,False,False,False,False,False,False,0.9721383452415466,0.8
UghKXFnZ33ZOSXgCoAEC,04kJtp6pVXI," This is a CIA agent provocateur operative to kick-start the riots of the New American Civil War. He's not African American but his rehearsed ""Ebonics"" is transparent.",False,False,False,False,False,False,False,False,False,False,False,False,0.003470551921054721,0.8
UghlkAzZr3_fI3gCoAEC,04kJtp6pVXI,Can someone shoot this black idiot too? That would make me giggle inside :),True,True,False,True,False,True,True,False,False,False,False,False,0.987199604511261,0.8
Ughm_dpizWFohHgCoAEC,04kJtp6pVXI,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,True,True,False,True,True,False,False,False,False,False,False,False,0.9833080768585205,0.8
UghmRzgOUqMozXgCoAEC,04kJtp6pVXI,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,True,True,True,True,False,True,False,False,False,False,True,False,0.9767422080039978,0.8
Ughn17bxW7f5QXgCoAEC,04kJtp6pVXI,"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",False,False,False,False,False,False,False,False,False,False,False,False,0.000610469258390367,0.8
Ughnjn7WwwIgbHgCoAEC,04kJtp6pVXI,"What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.",True,True,False,False,False,False,False,False,False,False,False,False,0.9725714921951294,0.8
UghnzyBgv-jQ9ngCoAEC,04kJtp6pVXI,"News fucktards...........puppet players,,,,,all they are paid liars ",True,True,False,False,False,False,False,False,False,False,False,False,0.9979735016822815,0.8
UghofW5VYVB8n3gCoAEC,04kJtp6pVXI,Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,False,False,False,False,False,False,False,False,False,False,False,False,0.0008031681063584983,0.5
UgholOxRzEdkW3gCoAEC,04kJtp6pVXI,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",True,True,False,False,False,False,False,False,False,False,False,False,0.9918994903564453,0.8
UghOm2iqM9-AYngCoAEC,04kJtp6pVXI,Mr. Masri is 100% right couldn't say it any better myself.,False,False,False,False,False,False,False,False,False,False,False,False,0.0007047004182823002,0.2
UghOrBUXagc6J3gCoAEC,04kJtp6pVXI,Can anyone tell me why it is racist if a white man shoots a black man? Is it not racist when black man shoots a white man? Why do these cases turn instantly into racist ones it makes no sense.,False,False,False,False,False,False,False,False,False,False,False,False,0.21298786997795105,0.8
UghP0v4pSXeRY3gCoAEC,04kJtp6pVXI,Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.,True,True,False,False,False,False,False,False,False,False,False,False,0.9979401230812073,0.8
UghPM1HvcyCWxHgCoAEC,04kJtp6pVXI,Wrong Mother Fucker. No shoot to apprehend,True,True,False,False,True,False,False,False,False,False,False,False,0.9979910850524902,0.8
UghpqNHDIz3pMngCoAEC,04kJtp6pVXI,"Black and white crimes seems to be big topic in us after Ferguson case. I just came here to brag about Finnish cops that used firearm 6 times last year, 2 time towards human, 2 times to warn 2 times to kill wounded animal. 5 million ppl here and 0,5 gun per capita.",False,False,False,False,False,False,False,False,False,False,False,False,0.021043330430984497,0.8
UghpY-GpHN0YpngCoAEC,04kJtp6pVXI,"and the heading reads, When the protesters take it too far",False,False,False,False,False,False,False,False,False,False,False,False,0.0007955373730510473,0.8
UghR9QQYvJx-RHgCoAEC,04kJtp6pVXI,This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.,True,False,False,False,False,True,False,False,False,False,True,False,0.14089636504650116,0.8
UghRKLaioSvLOHgCoAEC,04kJtp6pVXI,"Add another imbecile to the bunch, reporter is a incompetent bastard",True,True,False,False,False,False,False,False,False,False,False,False,0.9732478260993958,0.8
UghRygE9vO9A83gCoAEC,04kJtp6pVXI,This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!,True,True,False,True,False,False,False,False,False,False,False,False,0.005977813620120287,0.8
Ughs3w350i3DvXgCoAEC,04kJtp6pVXI,You all are some dumb as people,True,True,False,False,False,False,False,False,False,False,False,False,0.9585893750190735,0.8
UghTCrl4YYJ-qHgCoAEC,04kJtp6pVXI,bassem I think walmart is hiring for the holidays. get a job loser!!!,True,True,False,False,False,False,False,False,False,False,False,False,0.7637228965759277,0.8
UghtQ_3FOmw6W3gCoAEC,04kJtp6pVXI,Teen faces life in prison for pot brownies. 90 year old man gets arrested for feeding the poor. Police officer is set free with no charges whatsoever for killing a teenager. Don't you people see how wrong this is? ,False,False,False,False,False,False,False,False,False,False,False,False,0.32312366366386414,0.8
UghTxr-iist_7ngCoAEC,04kJtp6pVXI,"""you know what I'm sayin""... wow",False,False,False,False,False,False,False,False,False,False,False,False,0.0008878877852112055,0.5
UghVbr3QCu8ckngCoAEC,04kJtp6pVXI,"YEah  You are right 1 white shot a  black all hell break  lose , black shot black no protest maybe if they start doing  protest on black shotting black , you can buy in thier story ,",True,False,False,False,False,True,True,False,False,False,False,False,0.5743381977081299,0.8
UghVVDZrCYMG_3gCoAEC,04kJtp6pVXI,"Lets Steal from a convenience store then lets go and punch a cop in the face and get shot 6 times, then lets get all the black people and white apologists to run around the street setting buildings on fire, fucking dirty gutter rats all living on welfare and causing violence , just look where the rest of black people live... on the dirties Ebola plague ridden continent, lucky white countries can come over and cure their dumb asses.",True,False,False,False,False,True,True,False,False,False,False,False,0.9963803887367249,0.8
UghvxEUB679Ug3gCoAEC,04kJtp6pVXI,I'm with this dude fuck the punk police ,True,True,False,False,True,False,False,False,False,False,False,False,0.9944342970848083,0.8
UghWdXOwEJc0eHgCoAEC,04kJtp6pVXI,What a stupid arab. Police shoot to apprehend? Lmao That's not how it works when they are being attacked!,True,False,False,False,False,True,True,False,False,False,False,False,0.9854873418807983,0.8
UghWm5GCsm7byXgCoAEC,04kJtp6pVXI,5:09 plain n simple truth,False,False,False,False,False,False,False,False,False,False,False,False,0.0009225062094628811,0.5
UghY8Jytv5XqC3gCoAEC,04kJtp6pVXI,Lmfao why is this dude taking like that??? -_\ I hear him talking but I don't know what he's saying!  Smh,False,False,False,False,False,False,False,False,False,False,False,False,0.03666273131966591,0.8
UghyTs2sJC_jSXgCoAEC,04kJtp6pVXI,"I do understand their anger, but war is not the answer!",False,False,False,False,False,False,False,False,False,False,False,False,0.025569366291165352,0.8
Ughzp24D_j0sw3gCoAEC,04kJtp6pVXI,Iz didn't do nuffinz!,False,False,False,False,False,False,False,False,False,False,False,False,0.10629270225763321,0.5
Ugi0Cfb82xGsongCoAEC,04kJtp6pVXI,"What an ignorant coward, full of emotion, estrogen and apathy. And where the hell did you come from? Fuckin racially ambiguous blackwashed loudmouth. They really chose a pathetic man to interview. ",True,True,False,True,False,True,True,False,False,False,False,False,0.9961918592453003,0.8
Ugi1CjkwLYHcvHgCoAEC,04kJtp6pVXI,"That motherfucker was angry,and I understand why",True,True,False,False,True,False,False,False,False,False,False,False,0.9966287016868591,0.8
Ugi2H0FCe-_y4ngCoAEC,04kJtp6pVXI,Let's get this straight and present the facts as the mass media should have from the beginning. 18 yr old (by all legal aspects an adult) robs a convince store. The criminal later flees the seen and is aprehended by the police. Resists arrest and altercation occurs between the two. The police (as in every case similar to this uses force). Criminal is killed. The killing goes to court. A randomly selected jury views all the evidence and hears out all witnesses which pertain to the case.  Radom jury reaches unanimous verdict of not guilty. Im sorry protestors I can't here over all this DEMOCRACY!,True,True,False,True,False,False,False,False,False,False,False,False,0.0037272784393280745,0.5
Ugi3AdgMRYrQUHgCoAEC,04kJtp6pVXI,Do any of these protestors work for a living??  where do they get the (time) to do all this....,False,False,False,False,False,False,False,False,False,False,False,False,0.002382478676736355,0.8
Ugi8SNusKxJjQXgCoAEC,04kJtp6pVXI,"If people would obey the law, like normal human beings. This would never happen. <- WINNER",False,False,False,False,False,False,False,False,False,False,False,False,0.0029724733904004097,0.8
UgiBmDegoK7fvHgCoAEC,04kJtp6pVXI,No indictment...moving right along.,False,False,False,False,False,False,False,False,False,False,False,False,0.0007164450362324715,0.5
UgiBZnwqmnNYUXgCoAEC,04kJtp6pVXI,If you act like animals you get treated like animals,True,False,False,False,False,True,True,False,False,False,False,False,0.7047491073608398,0.8
Ugif7J_LQBVe_HgCoAEC,04kJtp6pVXI, Michael Smerconish + Hack. ,False,False,False,False,False,False,False,False,False,False,False,False,0.0010598863009363413,0.5
Ugi-hbdDmIuKVHgCoAEC,04kJtp6pVXI,"Sure...they totally looked at FACTUAL evidence during that trial...

More like special treatment. BUT HEY, we all knew that was going to happen, didn't we?",True,True,False,True,False,False,False,False,False,False,False,False,0.0006223675445653498,0.8
Ugi-HtibDw0eongCoAEC,04kJtp6pVXI,You tellin me if he did in fact steal swisher sweets is the value of his life...Just admit you all are racist quit being a bunch of FAGGOTT bitches ,True,True,False,False,False,False,False,False,False,False,False,False,0.9866282343864441,0.8
UgiIASdSnR-gi3gCoAEC,04kJtp6pVXI,"Proof Blacks aren't victims:
1. Statistically Cops kill more whites than blacks, yet whites see them as necessary because they save more lives than they cost, while places like Ferguson lose their minds.
2. Statistically 93% of murdered blacks are killed by other blacks, with whites consisting of 3% of the murderers and 4% being the other races.
3. Whites were enslaved by blacks first, and for over 150 years. This was when Europeans(the same race that started America and later enslaved Africans) began searching North Africa to establish trade of goods between natives. From the 1520s to the late 1600s whites were enslaved first. Later the tables turned. This boys and girls is called 'Karma.'
4. Statistically over 50% of murders in the US alone are from Blacks, despite them making up only 14.1% of the entire US population, while despite whites make up 63% of the US population they only make up 46% of the murders.
5. Whites make up 38% of welfare recipients with blacks making up 39%. This doesn't seem extreme until you realize that 39%(blacks) consists of that 14.1%, whith that 38%(whites) making up 63% of the US. Meaning each individual black person is about 5 times as likely than whites to use welfare.",True,False,False,False,False,True,True,False,False,False,False,False,0.7838841378688812,0.8
UgiId66Fu7KrDXgCoAEC,04kJtp6pVXI,"White man can't finish his sentence
America needs to wake up!!the truth of murder is there!",True,True,False,False,False,True,True,False,False,False,False,False,0.7746430039405823,0.8
UgiifTZEiDlZJ3gCoAEC,04kJtp6pVXI,I'll be sure to avoid getting in this guy's taxi cab.,False,False,False,False,False,False,False,False,False,False,False,False,0.00709864217787981,0.8
UgiiIyWpe1-9H3gCoAEC,04kJtp6pVXI,"FUCK MEDIA 
Bassem was right find something real to investigate. You're just exaggerating because you want more views and more MONEY.

FUCK YOU SELFISH FUCKS

These people are DISGUSTING. I don't know how they bare with their NASTY selves.",True,True,False,True,True,False,False,False,False,False,False,False,0.9979168772697449,0.8
UgijB5AT7Ka-rngCoAEC,04kJtp6pVXI,CNN youse guys going too far I'll tell you what you doing so that bad is going to happen very bad it's all going to benefit you I don't care how much money you have Ellen and better for you to be like all the rest was be careful what you put out there you put Russia in between this be careful we have kids,False,False,False,False,False,False,False,False,False,False,False,False,0.08410835266113281,0.8
UgiKFJ8QuPBoQXgCoAEC,04kJtp6pVXI,this guy here he needs to grow up.,False,False,False,False,False,False,False,False,False,False,False,False,0.2822583317756653,0.8
UgiLaetJkobicXgCoAEC,04kJtp6pVXI,"Shoot to apprehend? Easier said than done.. When the evidence was presented, Michael brown was still attackin darren after he was shot twice.... People have this misconception, like in the movies, that one gun shot anywhere to the body, will disable an attacker. This is a false belief.. There are cases of people still attacking or running after they've been shot 2-3 times. For god sake, 50 cent was shot 9 times and he's alive... When you're being attacked by a 6 ft 3 200 somthing pound person, and you're on your back, it's hard to say I""m just goin to shoot to apprehend. Had michael brown copnducted himself like a gentleman, this wouldn't have happened. He was an aggresive piece of shit, and this muslim shit head isn't any better. He's filled with rage and doesn't have the answer for anything. Progression comes from tolerance not violence.",True,False,False,False,False,True,True,False,False,False,True,False,0.8291131854057312,0.8
UgilC8NhlKosBXgCoAEC,04kJtp6pVXI,"It's not about just Brown, it's about daily killings of non-whites by white cops and that's a reality.",False,False,False,False,False,False,False,False,False,False,False,False,0.12639911472797394,0.8
UgilJs0s4YO3engCoAEC,04kJtp6pVXI,"How was this guy hired?
What an idiot",True,True,False,False,False,False,False,False,False,False,False,False,0.9767276644706726,0.8
UgilNUPOY8iZqHgCoAEC,04kJtp6pVXI,This guy is a moron.,True,True,False,False,False,False,False,False,False,False,False,False,0.9742297530174255,0.8
UgiLP4HQY3jn8ngCoAEC,04kJtp6pVXI,Cnn...so out of touch..close up idiots.. people are watching for the comedy of reporting.lol,True,True,False,False,False,False,False,False,False,False,False,False,0.7484311461448669,0.8
UgilQ0CFxc2R2ngCoAEC,04kJtp6pVXI,"Bassem Masri is a criminal, a thug and a psychopath. He has no credibility, and no humanity. He needs to be locked in a jail cell. Time for the rubber-room and straight-jacket for Bassem. Get his intellectually dishonest butt out of the community. ",True,True,False,False,True,False,False,False,False,False,False,False,0.922274112701416,0.8
UgiLu77_0Psl-ngCoAEC,04kJtp6pVXI,CNN this is why you are a joke!,True,True,False,False,False,False,False,False,False,False,False,False,0.35635530948638916,0.8
